timestamp,Puerto Madryn Temperature [2 m elevation corrected],Puerto Pirámides Temperature [2 m elevation corrected],Puerto Madryn Growing Degree Days [2 m elevation corrected],Puerto Pirámides Growing Degree Days [2 m elevation corrected],Puerto Madryn Temperature [1000 mb],Puerto Pirámides Temperature [1000 mb],Puerto Madryn Temperature [850 mb],Puerto Pirámides Temperature [850 mb],Puerto Madryn Temperature [700 mb],Puerto Pirámides Temperature [700 mb],Puerto Madryn Sunshine Duration,Puerto Pirámides Sunshine Duration,Puerto Madryn Shortwave Radiation,Puerto Pirámides Shortwave Radiation,Puerto Madryn Direct Shortwave Radiation,Puerto Pirámides Direct Shortwave Radiation,Puerto Madryn Diffuse Shortwave Radiation,Puerto Pirámides Diffuse Shortwave Radiation
20190213T1600,28.112915,27.774569,0.7547048,0.740607,25.61,25.39,17.53,18.41,6.05,6.19,60.0,60.0,797.44,795.66,522.9191,521.33325,274.52087,274.3267
20190213T1700,26.742914,25.984568,0.6976214,0.6660237,24.41,23.64,17.46,17.91,5.93,6.08,60.0,60.0,679.95996,676.39996,432.19977,429.27136,247.76021,247.12862
20190213T1800,25.002914,24.024569,0.6251214,0.584357,23.06,22.1,17.18,17.54,5.79,5.95,60.0,60.0,524.21,517.08997,319.31635,314.2633,204.89368,202.82666
20190213T1900,23.212915,22.084568,0.5505381,0.50352365,21.6,20.5,16.88,17.45,5.73,5.83,3.8297868,60.0,348.88,338.19998,201.68355,194.93442,147.19646,143.26556
20190213T2000,21.092915,19.624569,0.46220478,0.40102372,19.95,18.65,16.81,17.41,5.69,5.64,0.0,59.361702,160.2,149.52,87.24331,81.14147,72.95669,68.37853
20190213T2100,19.052916,17.494568,0.3772048,0.31227365,18.09,16.86,16.89,17.21,5.3,5.51,0.0,8.606383,10.68,9.79,5.5618033,5.0886965,5.118197,4.7013035
20190213T2200,17.742914,16.604568,0.32262143,0.27519035,16.9,16.21,16.98,16.91,4.41,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190213T2300,17.132915,16.80457,0.29720482,0.2835237,16.27,16.12,16.89,16.77,4.39,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190214T0000,16.312914,16.904568,0.26303807,0.2876903,15.85,16.28,16.84,16.72,4.07,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190214T0100,14.822914,16.544569,0.20095475,0.2726904,15.05,15.94,16.54,16.69,3.95,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190214T0200,13.982914,15.44457,0.16595475,0.22685707,14.22,15.12,16.17,16.27,4.27,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190214T0300,14.352914,14.564569,0.1813714,0.19019039,13.58,14.24,15.86,15.97,4.43,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190214T0400,14.122913,14.24457,0.17178805,0.17685707,13.17,13.34,15.09,15.75,4.46,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190214T0500,14.002913,13.7745695,0.16678806,0.15727372,13.02,12.84,14.33,15.25,4.89,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190214T0600,13.022914,13.854569,0.12595475,0.16060705,13.39,12.88,13.78,14.58,5.04,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190214T0700,12.782914,13.894569,0.11595476,0.16227372,14.63,12.83,13.53,13.86,5.09,5.28,21.533333,0.0,2.67,3.56,1.1467297,1.7715495,1.5232704,1.7884505
20190214T0800,17.312914,15.314569,0.30470476,0.22144039,16.45,13.9,13.69,13.58,5.03,5.11,60.0,58.723404,121.93,123.71,65.77121,66.93295,56.15879,56.777042
20190214T0900,20.322914,19.544569,0.43012142,0.3976904,18.83,17.92,15.9,15.63,4.17,4.78,59.425533,59.234043,317.72998,322.18,182.07483,185.17876,135.65515,137.00124
20190214T1000,23.802916,22.094568,0.57512146,0.50394034,21.76,20.02,16.04,15.7,4.17,4.35,60.0,58.468086,493.06,508.19,298.08148,308.0832,194.9785,200.10683
20190214T1100,26.112915,23.704569,0.67137146,0.5710237,23.67,21.17,15.95,15.77,4.18,4.29,60.0,57.89362,651.48,657.70996,411.59467,416.53088,239.8853,241.17906
20190214T1200,28.412914,25.614569,0.76720476,0.65060705,25.73,22.91,15.95,15.85,4.31,4.37,60.0,60.0,776.97,774.3,507.26837,506.49023,269.7016,267.80975
20190214T1300,30.142914,27.424568,0.8333333,0.7260237,27.4,24.65,15.7,16.02,4.57,4.41,60.0,60.0,856.18,849.06,570.56055,566.56067,285.61948,282.49933
20190214T1400,31.582914,29.13457,0.8333333,0.7972737,28.91,26.45,15.6,16.35,5.21,4.69,60.0,60.0,884.66,889.11,593.98395,597.36224,290.67603,291.74774
20190214T1500,32.77291,30.244568,0.8333333,0.8333333,30.27,27.65,15.74,16.57,6.36,5.32,60.0,60.0,862.41,865.07996,575.75024,577.4994,286.6597,287.58054
20190214T1600,33.592915,31.014568,0.8333333,0.8333333,31.36,28.75,16.67,16.46,6.88,6.2,60.0,60.0,787.64996,787.64996,516.06665,515.65454,271.58334,271.99545
20190214T1700,33.95291,30.624569,0.8333333,0.8333333,32.02,28.43,17.37,16.31,6.63,6.83,60.0,60.0,666.61,664.83,423.3274,421.54437,243.2826,243.28566
20190214T1800,33.922913,27.88457,0.8333333,0.7451904,32.42,26.12,17.91,16.81,7.16,6.9,60.0,60.0,509.08,505.52,309.7845,306.91913,199.29549,198.60085
20190214T1900,33.38291,25.64457,0.8333333,0.6518571,32.47,24.19,18.17,17.49,7.38,7.63,60.0,60.0,333.75,325.74,192.7149,187.53624,141.0351,138.20375
20190214T2000,31.902914,22.944569,0.8333333,0.539357,31.94,22.21,18.16,17.92,7.98,8.16,60.0,60.0,148.63,138.84,80.83623,75.24662,67.79378,63.593376
20190214T2100,28.392914,21.114569,0.7663714,0.46310702,29.91,20.82,18.07,17.99,8.44,8.71,29.216667,25.6,9.79,7.12,5.09472,3.9357934,4.69528,3.1842065
20190214T2200,26.632915,20.55457,0.69303817,0.4397737,28.1,20.74,17.89,17.95,8.29,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190214T2300,24.992914,20.05457,0.6247048,0.4189404,26.75,20.65,17.94,17.83,8.25,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190215T0000,23.522915,19.30457,0.5634548,0.3876904,25.35,20.65,17.99,17.63,8.28,8.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190215T0100,22.982914,18.124569,0.54095477,0.33852372,24.59,20.56,17.74,17.59,7.97,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190215T0200,22.262915,17.254568,0.5109548,0.30227366,23.7,19.97,17.74,17.59,8.06,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190215T0300,21.722914,18.454569,0.48845473,0.3522737,22.91,21.64,17.48,17.59,8.22,7.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190215T0400,20.982914,19.514568,0.45762143,0.39644036,21.88,21.69,17.09,17.19,8.47,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190215T0500,20.032915,19.164568,0.41803813,0.381857,20.78,21.02,16.77,16.6,8.45,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190215T0600,19.112915,18.654568,0.3797048,0.360607,19.87,20.34,16.68,16.3,8.29,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190215T0700,18.432915,18.364569,0.35137144,0.3485237,19.18,19.81,16.62,16.12,8.02,8.3,19.297447,21.44876,3.56,5.34,2.972807,3.1587527,0.5871929,2.1812475
20190215T0800,20.772915,20.96457,0.44887146,0.45685706,19.39,19.74,16.45,16.1,7.94,8.16,60.0,55.78723,126.38,138.84,68.083145,75.02266,58.296856,63.817333
20190215T0900,24.592915,24.074568,0.6080381,0.5864403,22.46,22.02,16.61,17.29,7.97,7.99,56.93617,56.93617,314.16998,323.07,179.82901,185.48074,134.34097,137.58926
20190215T1000,26.112915,24.71457,0.67137146,0.613107,23.43,22.02,16.74,17.22,7.85,8.01,60.0,57.31915,487.72,496.62,294.55334,300.76672,193.16667,195.85329
20190215T1100,27.732914,25.424568,0.7388714,0.64269036,24.74,22.29,16.49,17.29,7.99,8.18,60.0,57.89362,641.69,647.02997,405.03564,409.39392,236.65436,237.63605
20190215T1200,29.232914,26.274569,0.8013714,0.678107,26.09,22.88,16.36,17.39,8.18,8.23,60.0,60.0,766.29,768.07,499.8657,501.98816,266.4243,266.08185
20190215T1300,30.172915,27.174568,0.8333333,0.715607,26.95,23.62,16.22,17.52,8.3,8.28,60.0,60.0,845.5,851.73,562.9769,567.8764,282.52307,283.85358
20190215T1400,30.752914,28.034569,0.8333333,0.75144035,27.61,24.62,16.3,17.78,8.44,8.16,60.0,60.0,876.64996,880.20996,588.119,590.89734,288.53098,289.31262
20190215T1500,30.372915,29.034569,0.8333333,0.79310703,27.2,25.84,16.82,18.05,8.67,8.18,60.0,60.0,855.29,856.18,570.5077,571.07117,284.78232,285.10883
20190215T1600,28.272915,30.244568,0.76137143,0.8333333,25.41,27.52,17.48,18.2,8.95,8.33,60.0,60.0,783.2,781.42,512.6821,511.11008,270.5179,270.3099
20190215T1700,26.042915,31.104568,0.6684548,0.8333333,23.25,28.77,17.89,18.25,9.15,8.58,60.0,60.0,665.72,660.38,422.3396,418.30496,243.38036,242.07504
20190215T1800,24.532915,31.264568,0.60553813,0.8333333,22.39,29.27,18.5,18.32,9.22,8.82,60.0,60.0,510.86,502.85,310.52145,304.95813,200.33853,197.89189
20190215T1900,23.852915,27.904568,0.57720476,0.74602365,22.25,25.98,19.57,19.06,9.3,8.98,60.0,60.0,333.75,324.85,192.47305,186.7889,141.27695,138.06111
20190215T2000,23.172915,22.874569,0.54887146,0.5364404,22.65,21.79,20.36,20.16,9.21,8.99,60.0,60.0,145.95999,136.17,79.27136,73.694565,66.68863,62.475433
20190215T2100,21.792915,21.514568,0.49137148,0.47977367,22.27,21.78,20.87,20.62,9.01,8.96,27.733334,24.133333,8.9,6.23,4.6280446,3.5408237,4.271955,2.6891763
20190215T2200,21.872915,21.044569,0.4947048,0.4601904,21.86,21.31,21.58,20.75,8.72,8.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190215T2300,21.052916,20.404568,0.46053815,0.43352365,20.97,20.46,22.49,21.1,8.85,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190216T0000,20.042915,19.544569,0.4184548,0.3976904,20.03,19.62,22.96,21.45,8.82,8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190216T0100,19.542915,19.114569,0.39762148,0.3797737,19.58,19.32,23.03,21.71,8.86,8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190216T0200,19.492914,19.114569,0.3955381,0.3797737,19.66,19.33,22.9,21.95,8.74,8.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190216T0300,19.722914,19.584568,0.40512142,0.399357,20.02,19.73,22.5,21.85,8.51,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190216T0400,19.612915,19.674568,0.40053812,0.40310702,19.91,19.75,22.2,21.71,8.34,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190216T0500,19.142914,19.434568,0.38095474,0.39310703,19.18,19.49,21.96,21.6,8.25,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190216T0600,18.812914,19.104568,0.36720476,0.379357,18.72,19.15,21.92,21.64,8.24,7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190216T0700,19.902914,19.444569,0.4126214,0.3935237,19.92,19.4,22.21,21.43,8.34,7.77,18.85,21.516666,1.78,2.67,0.5218204,1.113956,1.2581795,1.5560441
20190216T0800,24.442915,21.834568,0.6017881,0.493107,23.85,21.08,22.16,21.42,8.21,7.73,60.0,60.0,112.14,120.15,60.333073,64.83986,51.806927,55.310146
20190216T0900,27.982914,25.994568,0.7492881,0.6664403,26.96,24.84,21.75,22.55,8.69,8.53,60.0,60.0,299.93,309.72,171.48088,177.61449,128.44911,132.10551
20190216T1000,30.802916,28.55457,0.8333333,0.77310705,29.23,26.95,21.49,22.09,8.63,8.35,60.0,60.0,481.49,490.38998,290.4928,296.69315,190.99718,193.69684
20190216T1100,32.802914,30.46457,0.8333333,0.8333333,30.89,28.46,21.23,21.72,8.43,8.19,60.0,60.0,640.8,648.81,404.097,410.1423,236.70299,238.6677
20190216T1200,34.29291,32.17457,0.8333333,0.8333333,32.25,30.07,20.79,21.58,8.29,8.04,60.0,60.0,765.39996,772.51996,498.85065,504.46198,266.54932,268.05798
20190216T1300,35.552914,33.70457,0.8333333,0.8333333,33.43,31.57,20.21,21.53,8.37,7.93,60.0,60.0,845.5,849.06,562.5044,565.6256,282.99564,283.4344
20190216T1400,36.232914,34.95457,0.8333333,0.8333333,34.18,32.82,20.2,21.39,8.31,7.88,60.0,60.0,876.64996,876.64996,587.626,588.01794,289.02396,288.63202
20190216T1500,35.942913,35.58457,0.8333333,0.8333333,33.93,33.34,20.46,21.47,8.12,7.88,60.0,60.0,854.39996,850.83997,569.4204,567.0206,284.97952,283.81937
20190216T1600,34.342915,35.41457,0.8333333,0.8333333,32.32,33.4,21.11,21.82,8.22,7.95,60.0,60.0,780.52997,774.3,510.46286,505.9875,270.0671,268.3125
20190216T1700,32.832912,34.93457,0.8333333,0.8333333,30.86,33.13,21.81,21.98,8.43,8.0,60.0,60.0,661.27,653.26,419.09375,413.37866,242.17627,239.88135
20190216T1800,31.752914,34.61457,0.8333333,0.8333333,30.54,33.3,22.33,22.09,8.65,8.07,60.0,60.0,505.52,494.84,306.93115,299.76404,198.58882,195.07596
20190216T1900,29.752914,33.49457,0.8230381,0.8333333,31.02,32.55,22.63,22.27,8.81,8.29,60.0,60.0,328.41,316.84,189.15474,181.95322,139.25526,134.88678
20190216T2000,26.302916,31.454569,0.67928815,0.8333333,31.16,31.26,22.78,22.74,9.12,8.46,60.0,60.0,141.51,129.94,76.74512,70.22258,64.76488,59.71742
20190216T2100,23.412914,28.904568,0.55887145,0.78769034,30.17,29.1,22.84,22.75,9.03,8.53,26.266666,22.683332,7.12,4.45,4.0772243,3.7415228,3.0427756,0.708477
20190216T2200,22.402914,25.244568,0.51678807,0.6351903,20.37,24.86,22.83,22.75,8.92,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190216T2300,21.682915,22.954569,0.48678812,0.5397737,21.08,22.5,22.78,22.97,8.69,8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190217T0000,20.832914,22.244568,0.45137143,0.5101903,21.12,21.7,22.71,23.05,8.41,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190217T0100,20.392914,21.64457,0.4330381,0.4851904,20.75,20.53,22.6,22.99,8.19,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190217T0200,19.882915,20.934568,0.41178814,0.45560703,20.47,19.7,22.41,22.85,8.08,7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190217T0300,18.382915,20.544569,0.34928814,0.43935704,18.48,19.69,22.15,22.69,8.2,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190217T0400,17.322914,19.424568,0.30512142,0.39269033,16.88,18.89,22.0,22.61,8.42,8.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190217T0500,17.232914,18.47457,0.30137143,0.35310706,16.15,18.25,21.9,22.63,8.69,9.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190217T0600,18.292915,18.374569,0.34553814,0.34894037,17.81,17.89,21.72,22.52,8.78,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190217T0700,18.052916,17.914568,0.33553815,0.32977366,17.83,17.74,21.38,22.18,8.61,9.13,17.516666,20.2,0.89,2.67,0.033183217,1.3618783,0.85681677,1.3081218
20190217T0800,20.672915,20.594568,0.44470477,0.44144034,20.17,19.98,20.94,21.92,8.62,9.06,60.0,60.0,113.03,119.259995,60.732456,64.276474,52.297543,54.983517
20190217T0900,24.982914,25.14457,0.6242881,0.6310237,23.76,23.91,20.33,21.54,10.12,9.94,59.425533,60.0,313.28,308.83,178.90688,176.90225,134.37312,131.92773
20190217T1000,27.032915,26.46457,0.7097048,0.6860237,25.37,24.79,19.8,20.99,9.83,10.39,60.0,60.0,491.28,491.28,296.09375,296.92896,195.18626,194.35103
20190217T1100,29.102915,27.454569,0.79595476,0.7272737,27.13,25.37,19.27,20.54,9.88,10.31,60.0,60.0,647.92,650.58997,408.20312,410.88574,239.71687,239.70421
20190217T1200,30.772915,28.56457,0.8333333,0.77352375,28.68,26.3,18.73,20.16,9.58,10.09,60.0,60.0,774.3,774.3,504.20767,505.1848,270.09232,269.11517
20190217T1300,31.982914,29.604568,0.8333333,0.81685704,29.91,27.23,18.64,20.05,9.48,9.86,60.0,60.0,856.18,853.51,569.1263,568.1122,287.0537,285.39786
20190217T1400,32.822914,30.774569,0.8333333,0.8333333,30.0,28.61,18.77,20.1,9.41,9.74,60.0,60.0,887.32996,883.76996,594.2807,592.29504,293.04926,291.4749
20190217T1500,32.502914,31.874569,0.8333333,0.8333333,29.62,29.04,18.98,20.11,9.48,9.57,60.0,60.0,862.41,857.95996,574.25555,571.2678,288.15442,286.69214
20190217T1600,29.702915,32.96457,0.8209548,0.8333333,26.97,30.47,19.38,20.17,9.53,9.55,60.0,60.0,787.64996,778.75,514.6394,508.42303,273.01056,270.32697
20190217T1700,28.022915,33.41457,0.7509548,0.8333333,25.61,31.07,19.65,20.22,9.53,9.64,60.0,60.0,667.5,656.82,422.61237,415.20984,244.88765,241.61015
20190217T1800,27.992914,30.72457,0.7497048,0.8333333,26.45,28.55,20.02,20.71,9.54,9.6,60.0,60.0,511.75,496.62,310.3633,300.50305,201.38669,196.11694
20190217T1900,27.332914,26.434568,0.72220474,0.6847737,27.62,24.73,20.62,21.34,9.4,9.63,60.0,60.0,331.97,316.84,190.96303,181.72253,141.00697,135.11746
20190217T2000,25.872915,25.154568,0.66137147,0.63144034,28.0,24.82,21.43,21.51,9.54,9.59,60.0,60.0,140.62,128.16,76.15352,69.161514,64.46648,58.998486
20190217T2100,23.122915,23.294569,0.54678816,0.55394036,25.52,24.51,21.95,21.68,9.54,9.5,24.8,21.216667,6.23,3.56,3.666303,2.524604,2.563697,1.0353959
20190217T2200,21.532915,22.024569,0.48053813,0.5010237,22.78,23.29,22.7,22.18,9.58,9.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190217T2300,20.232914,20.854568,0.42637143,0.4522737,22.07,22.67,23.53,22.81,9.54,9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190218T0000,19.332914,19.71457,0.38887143,0.4047737,20.98,22.44,23.8,23.58,9.49,9.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190218T0100,18.552916,18.874569,0.3563715,0.36977372,20.39,23.04,23.98,23.21,9.12,9.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190218T0200,17.382915,18.164568,0.30762148,0.34019032,20.58,23.52,22.13,23.34,8.91,9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190218T0300,16.692915,17.434568,0.27887145,0.30977368,23.32,21.64,20.79,23.32,8.88,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190218T0400,19.772915,17.234568,0.40720478,0.30144033,23.83,22.31,20.22,22.28,8.72,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190218T0500,19.492914,19.074568,0.3955381,0.37810698,22.32,21.67,19.27,20.77,8.35,8.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190218T0600,18.542915,19.654568,0.3559548,0.40227365,20.41,22.09,18.84,19.49,8.11,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190218T0700,17.852915,19.624569,0.3272048,0.40102372,19.38,20.85,17.45,18.96,7.9,8.33,16.2,16.271809,0.89,2.67,0.040985763,1.6604844,0.8490142,1.0095156
20190218T0800,19.872915,20.434568,0.41137147,0.43477368,19.21,19.73,16.07,17.6,7.41,8.04,55.212765,60.0,111.25,121.04,59.697758,65.151405,51.552242,55.888596
20190218T0900,22.342915,22.274569,0.5142881,0.51144034,20.75,20.56,13.92,14.44,7.14,8.16,60.0,60.0,299.04,307.05,170.57684,175.68134,128.46317,131.36865
20190218T1000,24.152914,22.994568,0.58970475,0.5414403,21.98,20.75,13.03,13.62,6.54,7.32,60.0,60.0,482.38,491.28,290.4281,296.6247,191.95192,194.65532
20190218T1100,25.932915,24.324568,0.66387147,0.596857,23.35,21.62,12.62,12.43,5.65,6.29,60.0,60.0,640.8,651.48,403.335,411.06277,237.465,240.4172
20190218T1200,27.462915,25.72457,0.7276215,0.6551904,24.57,22.79,11.58,12.29,3.93,5.52,51.06383,60.0,758.27997,772.51996,493.3376,503.581,264.94238,268.93896
20190218T1300,27.792915,26.96457,0.74137145,0.706857,24.97,23.87,12.09,11.78,2.54,4.31,0.0,60.0,711.11,845.5,517.0258,562.3023,194.08415,283.1977
20190218T1400,29.202915,27.914568,0.8001215,0.74644035,26.21,24.85,13.5,11.87,1.83,3.04,58.723404,60.0,817.91,867.75,561.8063,581.06396,256.10373,286.68607
20190218T1500,30.372915,28.664568,0.8333333,0.77769035,27.38,25.76,13.68,13.48,1.99,2.11,60.0,60.0,820.58,838.38,547.58105,557.7394,272.999,280.6406
20190218T1600,30.812914,29.374569,0.8333333,0.8072737,28.11,26.8,14.49,13.72,2.08,1.69,60.0,51.70213,763.62,758.27997,498.4693,494.59485,265.1507,263.68512
20190218T1700,31.262915,28.97457,0.8333333,0.79060704,28.93,26.59,15.34,14.82,0.67,1.58,44.68085,60.0,647.02997,639.02,409.23267,403.54462,237.7973,235.4754
20190218T1800,30.302916,27.364569,0.8333333,0.7235237,28.86,25.46,15.4,15.26,0.38,0.72,0.0,0.0,383.59,485.05,260.10754,293.169,123.482445,191.88097
20190218T1900,28.802916,25.824568,0.78345484,0.659357,27.44,24.88,14.62,15.39,-0.29,0.73,0.0,0.0,165.54,183.34,105.81967,147.73798,59.72032,35.602024
20190218T2000,16.762915,18.72457,0.2817881,0.36352372,15.8,17.21,13.23,14.38,0.64,0.52,0.0,56.808514,117.479996,69.42,63.530796,39.500366,53.9492,29.91963
20190218T2100,16.552916,18.284569,0.27303815,0.34519038,15.94,17.8,12.51,13.23,0.68,0.84,9.439362,19.783333,4.45,3.56,3.472989,3.0306354,0.9770107,0.52936447
20190218T2200,16.382915,17.624569,0.26595482,0.31769037,15.49,17.1,12.28,12.74,1.4,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190218T2300,16.252914,17.56457,0.2605381,0.3151904,15.4,16.82,11.96,12.3,0.98,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190219T0000,16.222914,16.764568,0.25928807,0.281857,15.47,16.3,11.16,12.29,1.44,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190219T0100,16.152914,16.254568,0.2563714,0.260607,15.3,15.92,10.54,12.03,2.43,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190219T0200,15.9629135,15.5245695,0.24845473,0.2301904,15.29,15.46,9.72,11.13,2.91,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190219T0300,16.072914,14.754569,0.25303808,0.19810705,15.3,15.02,9.24,10.21,3.21,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190219T0400,16.052914,14.474569,0.25220475,0.1864404,15.33,14.61,8.88,9.71,3.15,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190219T0500,16.072914,14.16457,0.25303808,0.17352374,15.38,14.3,8.55,9.34,3.12,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190219T0600,14.682914,13.87457,0.19512141,0.16144042,14.95,14.01,8.05,9.13,3.13,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190219T0700,14.142914,13.684569,0.17262141,0.15352373,14.37,13.64,7.99,8.97,3.17,2.45,14.866667,17.566668,0.0,0.89,0.0,0.032076538,0.0,0.85792345
20190219T0800,15.922914,15.394569,0.24678807,0.22477372,15.17,14.55,7.97,8.59,2.95,2.45,60.0,47.872337,103.24,113.03,55.326797,60.760986,47.9132,52.269012
20190219T0900,17.342915,17.544569,0.30595478,0.31435704,16.35,16.55,9.4,10.34,0.13,0.2,0.0,0.0,186.01,138.84,125.203514,73.60558,60.80648,65.23441
20190219T1000,20.042915,19.604568,0.4184548,0.40019035,18.39,17.96,9.27,10.21,1.23,0.07,60.0,0.0,390.71,359.56,249.89987,246.98862,140.81012,112.57137
20190219T1100,22.472914,19.63457,0.51970476,0.40144038,19.83,18.48,9.54,9.98,2.16,1.85,60.0,0.0,629.23,316.84,395.67444,128.6676,233.55556,188.1724
20190219T1200,24.872915,20.574568,0.6197048,0.44060698,22.04,19.28,8.85,10.28,2.78,2.18,60.0,0.0,755.61,415.63,491.16003,189.51793,264.44995,226.11208
20190219T1300,26.422915,22.374569,0.6842881,0.51560706,23.43,19.3,9.93,10.32,2.69,2.91,60.0,41.48936,835.70996,552.69,554.56165,350.7094,281.14832,201.98059
20190219T1400,27.472914,22.874569,0.7280381,0.5364404,24.43,19.82,10.89,10.18,2.12,3.2,60.0,45.95745,863.3,831.26,577.19073,563.99414,286.10925,267.26584
20190219T1500,28.182915,23.124569,0.75762147,0.54685706,25.24,20.13,11.73,10.53,1.73,3.21,60.0,40.851067,849.95,808.12,564.95245,542.6929,284.99756,265.4271
20190219T1600,28.672915,23.654568,0.7780381,0.56894034,25.97,20.91,12.53,11.03,1.62,2.7,60.0,57.44681,776.08,752.94,506.12054,490.64587,269.95947,262.29413
20190219T1700,28.982914,23.674568,0.79095477,0.5697737,26.68,21.16,13.26,12.43,1.31,2.47,60.0,54.893616,655.93,642.58,414.4309,405.37207,241.4991,237.20795
20190219T1800,28.942915,23.404568,0.7892881,0.55852365,27.17,21.44,13.82,13.08,1.12,2.15,60.0,60.0,499.28998,485.94,302.114,293.36823,197.17595,192.57176
20190219T1900,28.352915,22.994568,0.76470476,0.5414403,27.27,21.64,14.01,13.72,1.06,1.59,60.0,60.0,322.18,307.05,184.85588,175.6552,137.32411,131.39479
20190219T2000,26.252914,21.71457,0.6772048,0.48810706,27.29,21.71,14.21,14.01,1.01,1.43,60.0,60.0,132.61,119.259995,71.60806,64.17226,61.00194,55.08774
20190219T2100,24.732914,19.744568,0.6138714,0.40602365,27.08,22.08,14.4,14.04,0.52,1.31,21.866667,18.3,4.45,2.67,4.0881424,1.7945445,0.36185718,0.8754556
20190219T2200,22.372915,19.004568,0.51553816,0.37519035,25.97,22.57,13.48,14.06,0.56,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190219T2300,20.002914,18.614569,0.4167881,0.35894036,23.9,22.77,13.06,13.93,1.06,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190220T0000,19.472914,17.38457,0.39470473,0.30769038,22.14,22.31,12.15,12.53,1.91,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190220T0100,19.712915,16.764568,0.4047048,0.281857,20.69,22.15,10.78,11.46,2.33,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
