timestamp,Puerto Madryn Temperature [2 m elevation corrected],Puerto Pirámides Temperature [2 m elevation corrected],Puerto Madryn Growing Degree Days [2 m elevation corrected],Puerto Pirámides Growing Degree Days [2 m elevation corrected],Puerto Madryn Temperature [1000 mb],Puerto Pirámides Temperature [1000 mb],Puerto Madryn Temperature [850 mb],Puerto Pirámides Temperature [850 mb],Puerto Madryn Temperature [700 mb],Puerto Pirámides Temperature [700 mb],Puerto Madryn Sunshine Duration,Puerto Pirámides Sunshine Duration,Puerto Madryn Shortwave Radiation,Puerto Pirámides Shortwave Radiation,Puerto Madryn Direct Shortwave Radiation,Puerto Pirámides Direct Shortwave Radiation,Puerto Madryn Diffuse Shortwave Radiation,Puerto Pirámides Diffuse Shortwave Radiation
20190220T0200,19.042915,18.664568,0.37678814,0.36102366,19.38,20.9,9.44,10.78,2.51,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190220T0300,18.362915,18.984568,0.3484548,0.37435699,18.41,19.66,8.79,9.64,2.2,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190220T0400,16.982914,18.46457,0.29095474,0.35269037,17.25,18.74,8.07,8.96,1.69,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190220T0500,16.482914,17.924568,0.27012143,0.33019033,16.62,17.82,7.47,8.36,1.46,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190220T0600,15.882914,17.254568,0.2451214,0.30227366,16.25,17.17,6.77,7.64,1.11,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190220T0700,14.762914,17.004568,0.19845474,0.291857,15.86,16.9,6.03,6.86,0.61,0.43,2.597872,0.0,0.0,0.89,0.0,0.039483547,0.0,0.85051644
20190220T0800,16.982914,18.164568,0.29095474,0.34019032,15.84,17.56,5.3,5.96,0.4,0.2,0.0,0.0,110.36,107.689995,59.064884,57.815384,51.295116,49.87461
20190220T0900,18.792915,18.674568,0.36637148,0.36144033,17.02,17.17,5.94,7.49,1.0,0.63,0.0,0.0,287.47,191.34999,163.5958,128.81485,123.87421,62.53515
20190220T1000,19.882915,18.624569,0.41178814,0.35935703,17.63,17.05,5.46,7.17,0.84,0.96,0.0,0.0,401.38998,226.95,249.80002,98.96136,151.58997,127.98864
20190220T1100,20.982914,19.174568,0.45762143,0.38227367,18.42,17.39,5.47,6.92,0.49,1.08,0.0,0.0,538.45,259.88,360.75595,64.054596,177.69406,195.82541
20190220T1200,21.902914,19.89457,0.49595475,0.41227373,19.22,18.07,5.99,6.67,0.21,0.03,0.0,0.0,623.89,316.84,446.5571,71.460724,177.33292,245.37927
20190220T1300,22.192915,20.674568,0.5080381,0.44477367,19.74,18.86,6.53,6.56,0.29,-0.25,0.0,0.0,578.5,310.61,408.57117,37.658844,169.92882,272.95114
20190220T1400,22.482914,21.754568,0.5201214,0.48977366,20.26,19.7,7.06,6.87,-0.29,0.85,0.0,0.0,488.61,380.03,228.15833,90.37094,260.45166,289.65906
20190220T1500,24.302916,21.944569,0.59595484,0.49769035,21.62,20.07,8.31,7.47,-1.49,0.93,0.0,0.0,501.06998,396.05,264.92957,120.25397,236.1404,275.79602
20190220T1600,25.882915,23.614569,0.66178817,0.5672737,23.21,20.97,9.84,8.56,-2.96,-0.43,33.19149,24.893618,733.36,504.63,478.81934,339.12195,254.54065,165.50806
20190220T1700,25.642914,24.264568,0.65178806,0.594357,23.28,22.07,9.96,9.71,-2.58,-1.17,33.82979,37.02128,642.58,633.68,405.5426,399.31152,237.03741,234.36848
20190220T1800,25.042915,24.654568,0.62678814,0.61060697,23.13,22.93,9.88,11.11,-2.34,-2.28,28.085108,28.723406,490.38998,482.38,296.36078,290.8578,194.02922,191.5222
20190220T1900,24.422915,24.044569,0.6009548,0.58519036,23.09,22.75,9.92,10.7,-2.71,-2.19,26.170214,31.914892,313.28,312.38998,179.49988,178.46173,133.78012,133.92825
20190220T2000,23.332914,21.97457,0.5555381,0.49894038,23.05,22.05,10.05,10.15,-3.17,-2.15,24.25532,39.57447,135.28,125.49,72.93612,67.41922,62.34388,58.070778
20190220T2100,21.412914,19.794569,0.4755381,0.40810704,21.74,22.22,9.18,9.92,-2.66,-2.58,13.389362,15.5180855,4.45,2.67,2.6127784,2.2823753,1.8372214,0.38762465
20190220T2200,18.932915,18.934568,0.37220478,0.37227368,19.03,21.68,8.42,9.59,-2.15,-2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190220T2300,17.232914,18.38457,0.30137143,0.34935704,17.24,18.44,7.87,8.39,-1.59,-1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190221T0000,15.912913,18.164568,0.24637139,0.34019032,15.98,18.1,7.02,7.85,-1.74,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190221T0100,14.562914,17.504568,0.19012141,0.31269035,14.76,17.47,6.07,7.01,-2.08,-1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190221T0200,13.082913,17.22457,0.12845473,0.30102372,13.54,16.96,5.28,5.99,-1.62,-1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190221T0300,12.032914,16.744568,0.08470476,0.28102365,12.75,16.36,4.46,5.26,-1.98,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190221T0400,11.562914,16.14457,0.06512141,0.25602373,12.19,15.71,3.87,4.54,-2.53,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190221T0500,11.342914,15.57457,0.055954736,0.23227374,11.83,15.09,3.37,4.43,-2.05,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190221T0600,11.912913,15.144569,0.079704724,0.21435706,11.68,14.55,3.05,4.27,-2.56,-1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190221T0700,11.972914,14.33457,0.08220474,0.18060708,11.36,13.83,3.53,4.58,-2.22,-1.7,0.0,0.0,0.0,0.89,0.0,0.049037993,0.0,0.840962
20190221T0800,12.592914,14.814569,0.10803807,0.20060706,11.25,13.46,3.81,5.05,-1.92,-1.28,0.0,19.787235,101.46,113.03,54.230312,60.603584,47.229687,52.426414
20190221T0900,16.922915,18.434568,0.28845477,0.35144034,15.2,16.71,4.74,5.86,-2.0,-0.64,60.0,28.723406,288.36,302.6,163.91083,172.5385,124.449165,130.06151
20190221T1000,18.452915,18.924568,0.3522048,0.37185702,16.23,16.71,4.3,5.6,-2.22,-0.75,57.44681,40.851067,467.25,478.82,280.43506,288.20453,186.81494,190.61548
20190221T1100,19.452915,19.63457,0.39387146,0.40144038,16.93,17.08,4.09,5.62,-2.19,-0.92,56.170216,60.0,624.77997,637.24,392.11533,400.92932,232.66464,236.31068
20190221T1200,20.712915,20.444569,0.44637147,0.43519035,18.06,17.66,4.95,6.02,-1.94,-1.13,58.085106,60.0,744.04,760.95,482.75,494.69708,261.28998,266.25293
20190221T1300,21.892914,20.88457,0.4955381,0.45352373,19.17,17.94,5.33,6.4,-2.02,-1.07,60.0,60.0,824.14,836.6,545.8977,554.9114,278.24228,281.68863
20190221T1400,22.902914,21.31457,0.53762144,0.4714404,20.25,18.44,6.16,6.44,-2.43,-0.98,0.0,60.0,848.17,863.3,566.03815,576.5377,282.13184,286.76227
20190221T1500,23.022915,21.63457,0.54262143,0.48477373,20.78,18.82,6.81,6.49,-2.73,-1.16,0.0,60.0,681.74,836.6,505.10785,555.0022,176.63214,281.59775
20190221T1600,21.002914,21.81457,0.45845476,0.49227372,19.52,19.25,6.02,6.62,-2.52,-1.58,0.0,60.0,315.94998,759.17,70.43916,493.69458,245.51082,265.4754
20190221T1700,19.532915,21.854568,0.3972048,0.49394035,17.96,19.54,6.42,6.71,-2.36,-1.75,0.0,60.0,136.17,636.35,4.023102,400.54306,132.1469,235.80692
20190221T1800,18.712915,21.404568,0.36303815,0.4751903,17.29,19.43,7.24,6.81,-2.43,-1.63,0.0,60.0,133.5,477.03998,6.3650513,287.27893,127.13495,189.76103
20190221T1900,18.492914,20.264568,0.35387143,0.42769036,17.28,18.65,7.3,6.79,-2.93,-1.59,0.0,57.44681,93.45,304.38,18.466103,173.64307,74.983894,130.73694
20190221T2000,18.422915,18.56457,0.35095477,0.35685706,17.48,17.59,6.9,6.79,-3.54,-1.88,0.0,56.808514,49.84,116.59,39.775803,62.53975,10.064199,54.050247
20190221T2100,17.882915,17.034569,0.32845482,0.29310703,17.1,16.27,6.76,7.13,-3.34,-1.94,14.548226,13.759752,0.89,0.89,0.026469827,0.04675567,0.86353016,0.8432443
20190221T2200,16.162914,15.644569,0.2567881,0.23519039,16.32,14.85,6.59,7.32,-3.08,-1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190221T2300,16.632915,15.32457,0.27637148,0.22185707,15.92,14.14,6.08,6.67,-2.59,-1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190222T0000,15.912913,15.36457,0.24637139,0.22352374,15.38,14.32,5.63,6.59,-2.82,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190222T0100,16.152914,15.24457,0.2563714,0.21852374,15.1,14.05,5.19,5.35,-2.35,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190222T0200,15.752913,14.49457,0.23970473,0.18727374,14.93,13.24,4.79,5.36,-2.68,-1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190222T0300,15.302914,13.5245695,0.22095473,0.14685707,14.78,12.2,5.21,5.49,-2.8,-2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190222T0400,14.442914,13.07457,0.18512142,0.12810707,14.11,11.83,5.51,5.56,-2.68,-2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190222T0500,13.942914,13.004569,0.16428809,0.12519038,13.56,11.86,5.33,5.28,-2.48,-1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190222T0600,14.102914,12.254569,0.17095475,0.09394038,13.41,11.8,4.94,5.29,-2.35,-2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190222T0700,14.502913,11.79457,0.1876214,0.07477375,13.49,11.69,4.5,4.73,-2.23,-2.17,0.0,7.7150707,0.0,0.0,0.0,0.0,0.0,0.0
20190222T0800,14.992913,14.064569,0.20803805,0.16935706,13.59,12.45,4.28,4.53,-2.51,-1.89,0.0,0.0,27.59,80.1,14.063551,42.8916,13.526449,37.208397
20190222T0900,18.002914,18.004568,0.33345476,0.33352366,16.32,16.16,6.31,6.33,-2.59,-2.82,0.0,0.0,206.48,230.51,125.33727,133.26569,81.14272,97.24431
20190222T1000,19.522915,19.824568,0.39678812,0.40935698,17.32,17.53,6.26,5.98,-2.52,-2.93,0.0,0.0,376.47,392.49,241.4574,249.51085,135.0126,142.97914
20190222T1100,20.742914,20.984568,0.44762143,0.45769033,18.13,18.18,6.17,5.82,-2.5,-2.81,60.0,32.553192,596.3,571.38,373.87396,368.21722,222.42603,203.16277
20190222T1200,22.052916,20.484568,0.50220484,0.43685699,19.11,17.93,6.03,6.17,-2.58,-2.66,60.0,29.361702,745.82,520.64996,483.45288,379.44156,262.36713,141.2084
20190222T1300,23.182915,21.544569,0.5492881,0.4810237,20.04,18.45,6.05,6.39,-2.58,-2.89,58.085106,53.61702,831.26,690.64,550.1085,505.7541,281.1515,184.88591
20190222T1400,23.672915,22.324568,0.5697048,0.51352364,20.54,19.34,6.53,6.2,-2.8,-2.73,60.0,53.61702,855.29,797.44,570.25854,549.457,285.03143,247.98302
20190222T1500,22.542915,22.874569,0.52262145,0.5364404,19.31,19.97,6.22,6.3,-2.55,-2.17,60.0,60.0,844.61,791.20996,559.7854,531.67993,284.82462,259.53
20190222T1600,20.972914,22.094568,0.45720473,0.50394034,18.1,19.86,6.12,6.4,-2.15,-2.19,53.61702,52.97872,760.95,666.61,494.72153,458.38757,266.2285,208.22241
20190222T1700,20.772915,21.024569,0.44887146,0.45935702,18.15,19.01,6.38,6.47,-2.07,-2.28,60.0,53.61702,636.35,292.81,400.7033,103.64763,235.64668,189.16237
20190222T1800,19.752914,20.904568,0.40637144,0.454357,17.55,18.8,6.65,6.97,-2.11,-2.05,60.0,53.61702,489.5,451.22998,295.0827,271.39465,194.4173,179.83534
20190222T1900,18.122915,19.55457,0.3384548,0.39810705,16.36,17.89,7.06,7.16,-1.95,-1.88,60.0,60.0,308.83,285.69,176.45592,162.75223,132.37407,122.937775
20190222T2000,16.432915,17.444569,0.26803812,0.31019035,15.37,16.48,7.31,7.39,-2.14,-1.97,60.0,60.0,119.259995,108.58,64.09804,58.15177,55.16196,50.42823
20190222T2100,15.102914,16.014568,0.2126214,0.250607,14.34,15.38,7.3,7.25,-2.32,-2.2,17.183332,13.683333,1.78,0.89,0.7090888,0.18978608,1.0709112,0.7002139
20190222T2200,14.222914,14.934569,0.17595474,0.20560706,13.7,14.77,7.19,7.11,-2.47,-2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190222T2300,13.482914,14.0245695,0.14512141,0.1676904,13.46,14.39,7.22,7.11,-2.52,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190223T0000,13.022914,13.61457,0.12595475,0.15060706,13.51,14.19,7.75,7.53,-2.64,-2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190223T0100,12.992913,13.474569,0.12470472,0.14477372,13.8,14.47,8.12,8.18,-2.85,-2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190223T0200,13.352914,13.57457,0.13970475,0.1489404,13.79,14.81,8.25,9.06,-2.92,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190223T0300,12.102914,13.86457,0.08762141,0.16102374,12.74,15.13,7.81,8.47,-2.66,-2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190223T0400,10.582913,14.04457,0.024288058,0.16852374,10.59,14.92,6.98,8.25,-2.57,-2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190223T0500,9.852914,13.754569,0.0,0.15644038,9.47,14.46,6.13,7.8,-2.44,-2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190223T0600,9.952913,13.40457,0.0,0.14185707,9.9,13.66,5.81,6.81,-2.78,-2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190223T0700,9.322914,13.104569,0.0,0.12935705,9.15,13.12,6.07,6.64,-3.04,-2.48,7.904787,11.080852,0.0,0.0,0.0,0.0,0.0,0.0
20190223T0800,10.892914,13.11457,0.037204742,0.12977374,10.11,12.32,4.3,5.98,-3.24,-2.94,26.170214,37.659573,100.57,110.36,53.613113,59.018112,46.956886,51.34189
20190223T0900,13.742913,15.32457,0.15595472,0.22185707,12.71,14.25,5.39,6.9,-3.17,-2.58,60.0,60.0,283.91,289.25,161.00262,164.54417,122.90737,124.705826
20190223T1000,15.422914,15.644569,0.22595473,0.23519039,13.99,14.25,3.64,6.77,-3.44,-2.78,45.95745,60.0,468.13998,476.15,280.37204,285.99554,187.76794,190.15446
20190223T1100,16.672915,16.764568,0.2780381,0.281857,15.04,15.12,2.83,4.81,-3.54,-2.95,34.468082,10.212765,621.22,637.24,389.11322,400.14844,232.10675,237.09154
20190223T1200,17.992914,17.504568,0.3330381,0.31269035,16.26,14.52,1.85,3.5,-3.83,-3.15,0.0,0.0,702.20996,712.0,458.53058,465.0153,243.67937,246.98471
20190223T1300,18.992914,17.204569,0.37470475,0.30019036,15.93,14.96,2.66,2.62,-6.33,-3.43,60.0,0.0,799.22,558.02997,528.4144,375.64478,270.8055,182.38521
20190223T1400,19.832914,18.944569,0.40970477,0.37269035,16.75,15.91,3.46,2.71,-7.46,-6.55,60.0,60.0,862.41,614.1,574.46484,457.36578,287.94516,156.73418
20190223T1500,20.592915,19.494568,0.44137144,0.395607,17.64,16.55,4.36,3.41,-9.48,-7.34,60.0,60.0,843.72,837.49,558.64655,554.51294,285.07343,282.97702
20190223T1600,19.792915,19.96457,0.40803814,0.41519037,17.7,17.37,4.55,4.22,-9.86,-9.33,0.0,53.61702,677.29,736.92,460.12518,478.22733,217.16478,258.69266
20190223T1700,19.772915,19.704569,0.40720478,0.40435705,17.37,17.39,4.19,4.34,-10.07,-9.52,56.170216,53.61702,424.53,607.87,314.33304,381.7464,110.19696,226.12358
20190223T1800,19.172915,18.174568,0.38220477,0.34060702,17.19,16.19,4.09,3.76,-10.28,-9.95,57.44681,53.61702,495.72998,453.9,298.4607,272.65558,197.26927,181.24442
20190223T1900,18.072914,16.39457,0.33637142,0.2664404,17.38,15.47,3.69,3.2,-9.58,-9.67,60.0,53.61702,311.5,278.57,177.73106,158.4726,133.76894,120.09741
20190223T2000,16.552916,14.37457,0.27303815,0.18227375,16.4,13.92,3.39,3.04,-9.85,-9.59,60.0,60.0,117.479996,98.79,63.04219,52.825356,54.437805,45.964645
20190223T2100,14.612914,13.73457,0.19220476,0.15560706,14.66,13.55,3.08,3.08,-10.17,-9.84,15.65,12.15,1.78,0.0,0.97660947,0.0,0.8033905,0.0
20190223T2200,12.952913,13.40457,0.12303805,0.14185707,13.22,13.41,2.94,3.0,-10.2,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190223T2300,11.882914,12.754569,0.07845473,0.11477371,12.01,13.0,2.84,2.86,-10.35,-10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190224T0000,10.7129135,11.974569,0.02970473,0.08227372,10.8,12.65,2.8,2.78,-10.56,-10.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190224T0100,9.772914,11.514569,0.0,0.06310705,10.01,12.47,2.69,2.65,-10.75,-10.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190224T0200,8.942914,11.2745695,0.0,0.053107064,9.11,12.15,2.51,2.34,-11.05,-10.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190224T0300,8.402914,11.214569,0.0,0.050607044,8.5,11.96,2.2,2.02,-11.23,-10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190224T0400,8.192914,11.57457,0.0,0.06560707,8.22,12.15,1.88,1.46,-11.02,-10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190224T0500,8.122914,11.714569,0.0,0.07144038,8.34,12.15,1.24,0.85,-10.94,-10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190224T0600,8.162914,11.33457,0.0,0.05560708,8.26,11.46,0.64,0.73,-10.78,-10.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190224T0700,7.632914,11.064569,0.0,0.04435706,7.73,11.18,0.18,0.34,-10.84,-10.82,8.366667,11.133333,0.0,0.0,0.0,0.0,0.0,0.0
20190224T0800,9.542913,12.504569,0.0,0.10435704,8.6,11.59,-0.03,-0.04,-11.21,-11.14,60.0,53.61702,87.22,91.67,46.43489,48.959103,40.78511,42.710896
20190224T0900,12.052914,12.95457,0.08553807,0.123107076,10.38,11.22,-0.02,0.01,-11.67,-11.11,16.595745,53.61702,282.13,281.24,159.8042,159.80081,122.3258,121.43917
20190224T1000,13.7129135,13.69457,0.15470473,0.1539404,11.52,11.45,-0.21,-0.02,-11.74,-11.23,25.531916,60.0,461.02,461.91,275.81152,277.14813,185.20848,184.76189
20190224T1100,15.092914,14.384569,0.21220474,0.18269038,12.6,11.79,-0.4,-0.14,-11.93,-11.22,46.595745,60.0,616.77,631.01,385.94064,395.84552,230.82938,235.16447
20190224T1200,15.162913,15.214569,0.21512139,0.21727371,13.26,12.33,-0.19,-0.3,-12.01,-11.25,53.61702,60.0,639.91,755.61,443.06744,489.8501,196.84254,265.7599
20190224T1300,16.802916,15.62457,0.2834548,0.23435707,14.01,12.66,0.26,-0.69,-11.88,-11.17,37.659573,42.127663,583.83997,799.22,436.2799,528.6554,147.56007,270.56454
20190224T1400,15.9629135,14.714569,0.24845473,0.19644038,14.06,12.69,0.54,-0.63,-11.8,-11.19,31.914892,21.702127,424.53,501.96,150.58997,258.43887,273.94003,243.52112
20190224T1500,15.7129135,14.514569,0.23803806,0.18810706,13.54,12.62,-0.02,-0.66,-11.75,-11.2,0.0,15.319151,308.83,307.94,41.331207,40.625336,267.49878,267.31467
20190224T1600,14.472914,13.464569,0.1863714,0.14435704,12.67,11.66,-0.75,-0.91,-11.76,-11.19,38.93617,8.297872,301.71,230.51,61.81685,7.877243,239.89314,222.63275
20190224T1700,13.402914,12.45457,0.14178808,0.10227374,11.49,10.63,-1.53,-1.13,-11.9,-11.23,40.851067,5.7446804,287.47,200.25,98.82829,18.317322,188.64171,181.93268
20190224T1800,12.9629135,12.514569,0.12345473,0.10477372,11.16,10.29,-1.71,-1.16,-12.16,-11.71,26.170214,26.170214,243.86,271.44998,128.17474,180.18613,115.68526,91.26386
20190224T1900,12.792913,11.91457,0.11637139,0.07977375,11.37,10.26,-1.65,-1.57,-12.55,-11.97,31.914892,43.404255,121.04,295.47998,53.743942,167.85202,67.29606,127.62795
20190224T2000,12.7129135,10.804569,0.11303806,0.03352372,11.63,9.93,-1.33,-2.08,-13.06,-12.24,32.553192,60.0,48.95,54.29,30.643589,28.98376,18.306412,25.30624
20190224T2100,10.672914,10.23457,0.028038064,0.009773731,10.04,9.47,-2.21,-2.26,-13.01,-12.6,14.083333,10.6,0.0,0.0,0.0,0.0,0.0,0.0
20190224T2200,9.272914,9.684569,0.0,0.0,8.62,8.91,-2.46,-2.58,-13.31,-12.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190224T2300,8.332913,10.054569,0.0,0.0022737186,7.74,8.77,-2.89,-2.96,-13.6,-12.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190225T0000,7.462914,10.014569,0.0,0.00060705346,7.21,8.7,-2.92,-3.19,-13.8,-13.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190225T0100,6.632914,9.91457,0.0,0.0,6.8,8.55,-3.14,-3.32,-13.76,-13.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190225T0200,5.8929143,9.36457,0.0,0.0,6.44,8.47,-2.85,-3.31,-13.85,-13.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190225T0300,5.222914,9.7745695,0.0,0.0,6.35,8.7,-2.63,-3.32,-13.75,-13.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190225T0400,4.6429143,9.19457,0.0,0.0,6.32,8.52,-2.53,-3.05,-13.75,-13.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190225T0500,4.192914,9.054569,0.0,0.0,6.01,8.5,-2.4,-2.72,-13.48,-13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190225T0600,3.842914,8.98457,0.0,0.0,5.38,8.55,-2.73,-2.51,-13.06,-13.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190225T0700,3.5429142,8.764569,0.0,0.0,5.06,8.41,-2.77,-2.71,-12.47,-12.85,7.0666666,9.85,0.0,0.0,0.0,0.0,0.0,0.0
20190225T0800,5.512914,9.91457,0.0,0.0,4.92,8.38,-2.7,-2.83,-11.95,-12.38,60.0,60.0,86.33,93.45,45.90033,49.8446,40.429672,43.605396
20190225T0900,10.332913,11.5245695,0.013871391,0.06352373,8.31,9.42,-1.33,-2.1,-12.47,-12.2,0.0,40.851067,281.24,295.47998,159.11156,167.69574,122.12843,127.78424
20190225T1000,12.872913,12.644569,0.11970472,0.11019039,10.35,10.04,-1.02,-1.57,-12.52,-12.31,47.234047,40.851067,461.02,475.25998,275.51385,284.854,185.50612,190.40596
20190225T1100,14.512914,13.65457,0.18803807,0.15227373,11.68,10.71,-0.89,-1.22,-12.43,-12.34,60.0,51.06383,626.56,631.01,391.67105,395.45038,234.88895,235.55962
20190225T1200,15.982914,14.82457,0.24928808,0.20102374,12.85,11.61,-0.64,-1.18,-12.12,-12.29,60.0,60.0,755.61,756.5,488.39548,489.95477,267.2145,266.54523
20190225T1300,17.192915,15.82457,0.2997048,0.2426904,13.95,12.49,0.35,-0.97,-11.59,-12.13,60.0,60.0,835.70996,838.38,551.48865,554.02637,284.2213,284.35367
20190225T1400,18.092915,16.614569,0.33720478,0.27560702,14.91,13.41,1.24,-0.13,-11.33,-12.02,60.0,53.61702,866.86,857.95996,576.3081,570.8031,290.55188,287.1569
20190225T1500,18.812914,17.344568,0.36720476,0.3060237,15.81,14.32,2.09,0.74,-11.47,-11.97,60.0,53.61702,843.72,802.77997,557.50964,530.4538,286.21036,272.32617
20190225T1600,19.392914,17.81457,0.3913714,0.32560706,16.64,15.07,2.9,1.51,-11.44,-11.93,7.021276,53.61702,763.62,746.70996,494.8535,483.52518,268.7665,263.18478
20190225T1700,19.292915,16.494568,0.3872048,0.270607,16.89,14.36,3.35,1.96,-11.07,-11.7,0.0,31.914892,598.08,499.28998,375.27722,345.51947,222.8028,153.7705
20190225T1800,15.172914,14.674569,0.21553807,0.19477372,12.71,12.34,2.73,2.21,-10.32,-10.95,53.61702,60.0,352.44,410.29,238.12714,245.80934,114.31287,164.48067
20190225T1900,13.852914,13.28457,0.16053808,0.13685708,11.92,11.32,2.72,2.04,-9.74,-10.45,60.0,53.61702,298.15,292.81,169.61473,166.08405,128.53526,126.72595
20190225T2000,12.062914,11.87457,0.08595475,0.07810708,10.74,10.66,2.21,1.54,-9.04,-10.21,60.0,60.0,105.02,101.46,56.17155,54.075314,48.848446,47.384686
20190225T2100,11.112914,11.29457,0.04637142,0.053940415,10.09,10.36,1.72,1.37,-8.53,-9.35,12.45,8.983334,0.0,0.0,0.0,0.0,0.0,0.0
20190225T2200,10.552914,10.95457,0.023038069,0.039773744,9.79,10.16,2.43,1.5,-8.72,-8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190225T2300,9.832913,10.604569,0.0,0.025190393,9.56,9.99,2.66,1.56,-8.8,-8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190226T0000,8.992913,10.064569,0.0,0.0026903946,9.45,9.76,2.8,1.23,-8.31,-8.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190226T0100,8.772914,9.264569,0.0,0.0,9.38,9.63,2.66,1.44,-7.6,-7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190226T0200,7.822914,8.844569,0.0,0.0,9.2,9.83,2.47,1.44,-6.7,-7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190226T0300,7.212914,8.65457,0.0,0.0,8.98,10.03,2.67,1.8,-6.02,-6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190226T0400,6.362914,8.53457,0.0,0.0,8.98,10.11,2.6,1.78,-5.56,-6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190226T0500,5.842914,8.57457,0.0,0.0,9.42,10.16,2.83,1.8,-5.15,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190226T0600,6.502914,8.45457,0.0,0.0,9.72,10.06,3.12,1.9,-5.02,-5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190226T0700,7.3129144,9.094569,0.0,0.0,9.89,9.59,3.48,2.41,-4.93,-5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190226T0800,9.852914,11.37457,0.0,0.057273746,9.16,9.75,3.75,2.69,-5.57,-5.27,0.0,0.0,72.979996,84.549995,38.759758,45.038536,34.220238,39.51146
