Date,Time,Speed (cm/s),Bearing (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2024-04-10,19:30:00.000,0.77,326.21,0.64,-0.43
2024-04-10,19:40:00.000,1.38,354.28,1.37,-0.14
2024-04-10,19:50:00.000,4.02,356.82,4.01,-0.22
2024-04-10,20:00:00.000,3.16,349.85,3.11,-0.56
2024-04-10,20:10:00.000,4.94,339.80,4.64,-1.71
2024-04-10,20:20:00.000,2.54,14.05,2.47,0.62
2024-04-10,20:30:00.000,1.60,47.30,1.08,1.17
2024-04-10,20:40:00.000,1.60,348.53,1.56,-0.32
2024-04-10,20:50:00.000,2.18,37.13,1.74,1.32
2024-04-10,21:00:00.000,1.52,71.40,0.49,1.44
2024-04-10,21:10:00.000,3.00,44.68,2.13,2.11
2024-04-10,21:20:00.000,1.96,43.65,1.42,1.35
2024-04-10,21:30:00.000,0.90,57.46,0.48,0.76
2024-04-10,21:40:00.000,1.16,46.72,0.80,0.85
2024-04-10,21:50:00.000,1.10,88.43,0.03,1.10
2024-04-10,22:00:00.000,2.47,55.73,1.39,2.04
2024-04-10,22:10:00.000,1.81,61.56,0.86,1.60
2024-04-10,22:20:00.000,2.40,74.46,0.64,2.31
2024-04-10,22:30:00.000,1.67,66.17,0.67,1.53
2024-04-10,22:40:00.000,0.97,101.94,-0.20,0.95
2024-04-10,22:50:00.000,4.09,39.13,3.18,2.58
2024-04-10,23:00:00.000,0.97,6.11,0.96,0.10
2024-04-10,23:10:00.000,1.67,37.24,1.33,1.01
2024-04-10,23:20:00.000,0.83,29.63,0.72,0.41
2024-04-10,23:30:00.000,0.64,322.33,0.50,-0.39
2024-04-10,23:40:00.000,0.51,335.52,0.47,-0.21
2024-04-10,23:50:00.000,0.40,2.31,0.40,0.02
2024-04-11,00:00:00.000,0.40,22.65,0.37,0.15
2024-04-11,00:10:00.000,1.30,116.97,-0.59,1.16
2024-04-11,00:20:00.000,0.97,54.27,0.56,0.78
2024-04-11,00:30:00.000,2.25,50.92,1.42,1.75
2024-04-11,00:40:00.000,0.83,73.38,0.24,0.80
2024-04-11,00:50:00.000,1.52,55.01,0.87,1.25
2024-04-11,01:00:00.000,0.70,38.33,0.55,0.44
2024-04-11,01:10:00.000,1.52,29.14,1.33,0.74
2024-04-11,01:20:00.000,2.03,43.61,1.47,1.40
2024-04-11,01:30:00.000,0.64,39.64,0.49,0.41
2024-04-11,01:40:00.000,0.90,67.71,0.34,0.83
2024-04-11,01:50:00.000,0.77,38.71,0.60,0.48
2024-04-11,02:00:00.000,0.83,29.93,0.72,0.42
2024-04-11,02:10:00.000,1.30,20.09,1.22,0.45
2024-04-11,02:20:00.000,5.79,36.43,4.66,3.44
2024-04-11,02:30:00.000,7.25,21.69,6.74,2.68
2024-04-11,02:40:00.000,2.18,62.25,1.01,1.93
2024-04-11,02:50:00.000,1.74,1.54,1.74,0.05
2024-04-11,03:00:00.000,1.67,354.04,1.66,-0.17
2024-04-11,03:10:00.000,1.96,9.54,1.93,0.32
2024-04-11,03:20:00.000,4.71,34.50,3.88,2.67
2024-04-11,03:30:00.000,2.47,54.06,1.45,2.00
2024-04-11,03:40:00.000,2.03,34.16,1.68,1.14
2024-04-11,03:50:00.000,1.16,54.55,0.68,0.95
2024-04-11,04:00:00.000,2.77,1.07,2.77,0.05
2024-04-11,04:10:00.000,2.47,12.58,2.41,0.54
2024-04-11,04:20:00.000,4.33,19.56,4.08,1.45
2024-04-11,04:30:00.000,4.56,2.41,4.55,0.19
2024-04-11,04:40:00.000,4.63,355.31,4.62,-0.38
2024-04-11,04:50:00.000,3.24,5.78,3.22,0.33
2024-04-11,05:00:00.000,3.55,4.15,3.54,0.26
2024-04-11,05:10:00.000,4.79,353.92,4.76,-0.51
2024-04-11,05:20:00.000,3.00,345.46,2.91,-0.75
2024-04-11,05:30:00.000,2.33,341.68,2.21,-0.73
2024-04-11,05:40:00.000,5.02,340.51,4.73,-1.67
2024-04-11,05:50:00.000,3.47,348.16,3.40,-0.71
2024-04-11,06:00:00.000,4.25,338.87,3.96,-1.53
2024-04-11,06:10:00.000,7.10,330.20,6.16,-3.53
2024-04-11,06:20:00.000,5.71,335.25,5.19,-2.39
2024-04-11,06:30:00.000,4.25,345.81,4.12,-1.04
2024-04-11,06:40:00.000,5.86,337.33,5.41,-2.26
2024-04-11,06:50:00.000,4.79,311.87,3.20,-3.57
2024-04-11,07:00:00.000,5.48,322.09,4.32,-3.37
2024-04-11,07:10:00.000,6.52,335.64,5.94,-2.69
2024-04-11,07:20:00.000,5.41,313.99,3.75,-3.89
2024-04-11,07:30:00.000,6.67,339.36,6.24,-2.35
2024-04-11,07:40:00.000,6.08,331.62,5.35,-2.89
2024-04-11,07:50:00.000,7.03,321.33,5.49,-4.39
2024-04-11,08:00:00.000,4.25,330.85,3.71,-2.07
2024-04-11,08:10:00.000,5.86,327.41,4.94,-3.16
2024-04-11,08:20:00.000,3.63,350.77,3.58,-0.58
2024-04-11,08:30:00.000,4.40,325.45,3.63,-2.50
2024-04-11,08:40:00.000,4.71,317.53,3.48,-3.18
2024-04-11,08:50:00.000,3.39,322.64,2.70,-2.06
2024-04-11,09:00:00.000,1.96,325.14,1.61,-1.12
2024-04-11,09:10:00.000,3.16,327.25,2.66,-1.71
2024-04-11,09:20:00.000,3.78,335.83,3.45,-1.55
2024-04-11,09:30:00.000,3.08,18.67,2.92,0.99
2024-04-11,09:40:00.000,3.00,352.61,2.98,-0.39
2024-04-11,09:50:00.000,3.94,356.50,3.93,-0.24
2024-04-11,10:00:00.000,4.71,353.56,4.68,-0.53
2024-04-11,10:10:00.000,1.74,345.81,1.69,-0.43
2024-04-11,10:20:00.000,3.24,345.18,3.13,-0.83
2024-04-11,10:30:00.000,2.69,29.28,2.35,1.32
2024-04-11,10:40:00.000,4.09,9.37,4.04,0.67
2024-04-11,10:50:00.000,2.77,355.30,2.76,-0.23
2024-04-11,11:00:00.000,1.74,19.52,1.64,0.58
2024-04-11,11:10:00.000,2.40,14.11,2.33,0.58
2024-04-11,11:20:00.000,2.62,3.89,2.61,0.18
2024-04-11,11:30:00.000,1.45,352.68,1.44,-0.18
2024-04-11,11:40:00.000,4.63,15.82,4.46,1.26
2024-04-11,11:50:00.000,3.00,10.68,2.95,0.56
2024-04-11,12:00:00.000,3.94,1.32,3.94,0.09
2024-04-11,12:10:00.000,5.64,24.04,5.15,2.30
2024-04-11,12:20:00.000,5.25,1.98,5.25,0.18
2024-04-11,12:30:00.000,5.71,0.51,5.71,0.05
2024-04-11,12:40:00.000,4.63,350.72,4.57,-0.75
2024-04-11,12:50:00.000,5.56,6.91,5.52,0.67
2024-04-11,13:00:00.000,4.25,7.47,4.21,0.55
2024-04-11,13:10:00.000,3.86,21.91,3.58,1.44
2024-04-11,13:20:00.000,3.08,12.17,3.01,0.65
2024-04-11,13:30:00.000,5.94,14.18,5.76,1.45
2024-04-11,13:40:00.000,2.33,18.41,2.21,0.73
2024-04-11,13:50:00.000,3.24,22.02,3.00,1.21
2024-04-11,14:00:00.000,3.63,28.65,3.18,1.74
2024-04-11,14:10:00.000,2.77,32.88,2.32,1.50
2024-04-11,14:20:00.000,1.81,24.38,1.65,0.75
2024-04-11,14:30:00.000,1.38,14.09,1.33,0.33
2024-04-11,14:40:00.000,1.67,16.98,1.60,0.49
2024-04-11,14:50:00.000,1.60,2.67,1.59,0.07
2024-04-11,15:00:00.000,1.38,28.85,1.21,0.66
2024-04-11,15:10:00.000,2.18,13.23,2.12,0.50
2024-04-11,15:20:00.000,1.89,346.62,1.84,-0.44
2024-04-11,15:30:00.000,2.03,342.63,1.94,-0.61
2024-04-11,15:40:00.000,1.96,346.32,1.90,-0.46
2024-04-11,15:50:00.000,2.03,356.14,2.03,-0.14
2024-04-11,16:00:00.000,1.81,2.54,1.81,0.08
2024-04-11,16:10:00.000,1.52,349.57,1.50,-0.28
2024-04-11,16:20:00.000,1.52,2.80,1.52,0.07
2024-04-11,16:30:00.000,3.70,358.57,3.70,-0.09
2024-04-11,16:40:00.000,2.47,352.72,2.45,-0.31
2024-04-11,16:50:00.000,4.09,343.16,3.92,-1.19
2024-04-11,17:00:00.000,2.47,348.86,2.42,-0.48
2024-04-11,17:10:00.000,2.18,355.85,2.17,-0.16
2024-04-11,17:20:00.000,1.74,350.46,1.72,-0.29
2024-04-11,17:30:00.000,2.47,357.67,2.47,-0.10
2024-04-11,17:40:00.000,4.94,343.96,4.75,-1.37
2024-04-11,17:50:00.000,2.85,334.39,2.57,-1.23
2024-04-11,18:00:00.000,3.94,343.21,3.77,-1.14
2024-04-11,18:10:00.000,3.16,340.37,2.97,-1.06
2024-04-11,18:20:00.000,3.86,350.56,3.81,-0.63
2024-04-11,18:30:00.000,4.94,331.22,4.33,-2.38
2024-04-11,18:40:00.000,5.33,342.67,5.09,-1.59
2024-04-11,18:50:00.000,4.17,304.95,2.39,-3.42
2024-04-11,19:00:00.000,6.67,325.11,5.47,-3.81
2024-04-11,19:10:00.000,3.86,345.60,3.74,-0.96
2024-04-11,19:20:00.000,5.41,325.88,4.47,-3.03
2024-04-11,19:30:00.000,4.09,333.98,3.68,-1.80
2024-04-11,19:40:00.000,5.94,330.10,5.15,-2.96
2024-04-11,19:50:00.000,6.67,338.64,6.21,-2.43
2024-04-11,20:00:00.000,4.48,349.47,4.41,-0.82
2024-04-11,20:10:00.000,6.74,348.90,6.61,-1.30
2024-04-11,20:20:00.000,5.10,346.63,4.96,-1.18
2024-04-11,20:30:00.000,6.23,346.45,6.05,-1.46
2024-04-11,20:40:00.000,4.56,4.04,4.55,0.32
2024-04-11,20:50:00.000,4.56,347.15,4.44,-1.01
2024-04-11,21:00:00.000,6.16,359.77,6.15,-0.02
2024-04-11,21:10:00.000,6.74,347.50,6.58,-1.46
2024-04-11,21:20:00.000,3.08,358.80,3.08,-0.06
2024-04-11,21:30:00.000,6.37,350.60,6.29,-1.04
2024-04-11,21:40:00.000,5.79,1.15,5.79,0.12
2024-04-11,21:50:00.000,4.40,0.27,4.40,0.02
2024-04-11,22:00:00.000,4.40,5.61,4.38,0.43
2024-04-11,22:10:00.000,4.40,9.92,4.34,0.76
2024-04-11,22:20:00.000,3.47,14.02,3.37,0.84
2024-04-11,22:30:00.000,4.33,22.83,3.99,1.68
2024-04-11,22:40:00.000,2.40,11.08,2.35,0.46
2024-04-11,22:50:00.000,4.33,8.12,4.28,0.61
2024-04-11,23:00:00.000,3.00,28.71,2.63,1.44
2024-04-11,23:10:00.000,6.74,14.67,6.52,1.71
2024-04-11,23:20:00.000,1.38,12.39,1.34,0.30
2024-04-11,23:30:00.000,5.71,45.84,3.98,4.10
2024-04-11,23:40:00.000,4.71,30.94,4.04,2.42
2024-04-11,23:50:00.000,6.81,17.59,6.49,2.06
2024-04-12,00:00:00.000,3.16,13.35,3.07,0.73
2024-04-12,00:10:00.000,3.94,25.88,3.54,1.72
2024-04-12,00:20:00.000,1.96,35.43,1.60,1.14
2024-04-12,00:30:00.000,2.33,32.87,1.95,1.26
2024-04-12,00:40:00.000,3.39,28.79,2.97,1.63
2024-04-12,00:50:00.000,4.17,38.56,3.26,2.60
2024-04-12,01:00:00.000,5.48,32.26,4.64,2.93
2024-04-12,01:10:00.000,4.09,23.58,3.75,1.64
2024-04-12,01:20:00.000,6.23,44.31,4.46,4.35
2024-04-12,01:30:00.000,6.16,58.62,3.20,5.25
2024-04-12,01:40:00.000,4.63,29.79,4.02,2.30
2024-04-12,01:50:00.000,4.71,33.76,3.92,2.62
2024-04-12,02:00:00.000,5.94,47.74,3.99,4.39
2024-04-12,02:10:00.000,5.94,37.26,4.72,3.59
2024-04-12,02:20:00.000,5.48,56.73,3.01,4.58
2024-04-12,02:30:00.000,5.10,60.64,2.50,4.44
2024-04-12,02:40:00.000,2.62,74.45,0.70,2.52
2024-04-12,02:50:00.000,5.41,75.24,1.38,5.23
2024-04-12,03:00:00.000,6.01,50.32,3.84,4.62
2024-04-12,03:10:00.000,5.71,67.84,2.15,5.29
2024-04-12,03:20:00.000,2.40,79.69,0.43,2.36
2024-04-12,03:30:00.000,2.85,65.97,1.16,2.60
2024-04-12,03:40:00.000,3.94,53.81,2.33,3.18
2024-04-12,03:50:00.000,3.55,69.03,1.27,3.31
2024-04-12,04:00:00.000,3.16,63.88,1.39,2.84
2024-04-12,04:10:00.000,5.41,73.13,1.57,5.17
2024-04-12,04:20:00.000,4.48,63.86,1.97,4.02
2024-04-12,04:30:00.000,5.33,76.36,1.26,5.18
2024-04-12,04:40:00.000,5.64,72.73,1.67,5.38
2024-04-12,04:50:00.000,4.87,60.61,2.39,4.24
2024-04-12,05:00:00.000,4.94,69.72,1.71,4.64
2024-04-12,05:10:00.000,5.56,67.12,2.16,5.12
2024-04-12,05:20:00.000,5.71,64.61,2.45,5.16
2024-04-12,05:30:00.000,4.63,44.52,3.30,3.25
2024-04-12,05:40:00.000,6.01,43.09,4.39,4.10
2024-04-12,05:50:00.000,3.47,72.82,1.03,3.32
2024-04-12,06:00:00.000,3.70,62.63,1.70,3.29
2024-04-12,06:10:00.000,5.33,61.81,2.52,4.70
2024-04-12,06:20:00.000,3.70,77.07,0.83,3.61
2024-04-12,06:30:00.000,3.31,59.17,1.70,2.85
2024-04-12,06:40:00.000,4.71,58.18,2.48,4.00
2024-04-12,06:50:00.000,4.79,57.14,2.60,4.02
2024-04-12,07:00:00.000,3.78,49.74,2.44,2.89
2024-04-12,07:10:00.000,4.09,52.20,2.51,3.23
2024-04-12,07:20:00.000,3.08,33.14,2.58,1.68
2024-04-12,07:30:00.000,4.94,36.47,3.98,2.94
2024-04-12,07:40:00.000,2.40,31.29,2.05,1.25
2024-04-12,07:50:00.000,4.56,22.44,4.21,1.74
2024-04-12,08:00:00.000,4.17,34.26,3.45,2.35
2024-04-12,08:10:00.000,4.17,9.90,4.11,0.72
2024-04-12,08:20:00.000,2.77,14.69,2.68,0.70
2024-04-12,08:30:00.000,2.85,36.12,2.30,1.68
2024-04-12,08:40:00.000,2.18,354.82,2.17,-0.20
2024-04-12,08:50:00.000,2.62,11.69,2.56,0.53
2024-04-12,09:00:00.000,1.67,0.24,1.67,0.01
2024-04-12,09:10:00.000,2.11,352.82,2.09,-0.26
2024-04-12,09:20:00.000,5.56,340.53,5.24,-1.85
2024-04-12,09:30:00.000,3.94,345.80,3.82,-0.97
2024-04-12,09:40:00.000,1.30,14.64,1.26,0.33
2024-04-12,09:50:00.000,1.96,10.63,1.93,0.36
2024-04-12,10:00:00.000,6.30,6.45,6.26,0.71
2024-04-12,10:10:00.000,4.02,14.74,3.88,1.02
2024-04-12,10:20:00.000,2.03,8.62,2.01,0.30
2024-04-12,10:30:00.000,2.62,2.94,2.61,0.13
2024-04-12,10:40:00.000,2.62,24.94,2.37,1.10
2024-04-12,10:50:00.000,2.18,36.07,1.76,1.28
2024-04-12,11:00:00.000,5.41,13.39,5.26,1.25
2024-04-12,11:10:00.000,3.08,12.76,3.00,0.68
2024-04-12,11:20:00.000,2.03,20.91,1.90,0.73
2024-04-12,11:30:00.000,1.30,15.72,1.25,0.35
2024-04-12,11:40:00.000,1.89,5.52,1.88,0.18
2024-04-12,11:50:00.000,2.77,358.45,2.77,-0.07
2024-04-12,12:00:00.000,0.97,18.20,0.92,0.30
2024-04-12,12:10:00.000,2.33,28.79,2.04,1.12
2024-04-12,12:20:00.000,2.69,25.75,2.42,1.17
2024-04-12,12:30:00.000,1.10,32.56,0.93,0.59
2024-04-12,12:40:00.000,2.33,20.44,2.18,0.81
2024-04-12,12:50:00.000,1.30,18.19,1.24,0.41
2024-04-12,13:00:00.000,3.00,26.32,2.69,1.33
2024-04-12,13:10:00.000,1.81,23.81,1.66,0.73
2024-04-12,13:20:00.000,1.52,33.03,1.28,0.83
2024-04-12,13:30:00.000,0.97,27.44,0.86,0.45
2024-04-12,13:40:00.000,1.60,38.68,1.25,1.00
2024-04-12,13:50:00.000,1.23,36.20,0.99,0.73
2024-04-12,14:00:00.000,1.23,40.87,0.93,0.80
2024-04-12,14:10:00.000,1.45,40.66,1.10,0.94
2024-04-12,14:20:00.000,1.23,47.69,0.83,0.91
2024-04-12,14:30:00.000,1.81,60.17,0.90,1.57
2024-04-12,14:40:00.000,2.25,66.47,0.90,2.06
2024-04-12,14:50:00.000,3.55,63.00,1.61,3.16
2024-04-12,15:00:00.000,3.86,63.54,1.72,3.46
2024-04-12,15:10:00.000,3.78,58.79,1.96,3.23
2024-04-12,15:20:00.000,2.54,58.71,1.32,2.17
2024-04-12,15:30:00.000,2.54,61.67,1.21,2.24
2024-04-12,15:40:00.000,1.45,60.10,0.72,1.26
2024-04-12,15:50:00.000,1.03,19.97,0.97,0.35
2024-04-12,16:00:00.000,1.10,47.49,0.74,0.81
2024-04-12,16:10:00.000,1.30,41.72,0.97,0.87
2024-04-12,16:20:00.000,1.03,44.47,0.74,0.72
2024-04-12,16:30:00.000,0.40,20.63,0.37,0.14
2024-04-12,16:40:00.000,0.97,18.56,0.92,0.31
2024-04-12,16:50:00.000,0.64,12.12,0.62,0.13
2024-04-12,17:00:00.000,1.10,351.20,1.09,-0.17
2024-04-12,17:10:00.000,0.83,14.18,0.81,0.20
2024-04-12,17:20:00.000,0.83,10.95,0.82,0.16
2024-04-12,17:30:00.000,1.52,344.51,1.47,-0.41
2024-04-12,17:40:00.000,1.38,343.24,1.32,-0.40
2024-04-12,17:50:00.000,1.52,331.09,1.33,-0.74
2024-04-12,18:00:00.000,2.18,317.19,1.60,-1.48
2024-04-12,18:10:00.000,2.77,308.77,1.73,-2.16
2024-04-12,18:20:00.000,1.45,335.95,1.32,-0.59
2024-04-12,18:30:00.000,2.77,320.91,2.15,-1.75
2024-04-12,18:40:00.000,3.86,324.14,3.13,-2.26
2024-04-12,18:50:00.000,3.70,300.27,1.87,-3.20
2024-04-12,19:00:00.000,2.11,319.43,1.60,-1.37
2024-04-12,19:10:00.000,2.11,308.60,1.31,-1.65
2024-04-12,19:20:00.000,1.81,325.39,1.49,-1.03
2024-04-12,19:30:00.000,2.62,317.18,1.92,-1.78
2024-04-12,19:40:00.000,2.69,307.50,1.64,-2.13
2024-04-12,19:50:00.000,2.62,306.18,1.54,-2.11
2024-04-12,20:00:00.000,4.25,305.77,2.48,-3.45
2024-04-12,20:10:00.000,1.30,316.89,0.95,-0.89
2024-04-12,20:20:00.000,1.89,308.30,1.17,-1.48
2024-04-12,20:30:00.000,4.17,308.53,2.60,-3.26
2024-04-12,20:40:00.000,5.41,300.99,2.78,-4.63
2024-04-12,20:50:00.000,4.17,310.14,2.69,-3.19
2024-04-12,21:00:00.000,3.63,334.35,3.27,-1.57
2024-04-12,21:10:00.000,2.40,324.70,1.96,-1.39
2024-04-12,21:20:00.000,1.96,345.87,1.90,-0.48
2024-04-12,21:30:00.000,3.16,348.27,3.09,-0.64
2024-04-12,21:40:00.000,3.78,351.97,3.74,-0.53
2024-04-12,21:50:00.000,3.16,352.27,3.13,-0.42
2024-04-12,22:00:00.000,2.11,356.09,2.10,-0.14
2024-04-12,22:10:00.000,3.00,0.50,3.00,0.03
2024-04-12,22:20:00.000,2.92,14.37,2.83,0.73
2024-04-12,22:30:00.000,3.70,11.81,3.63,0.76
2024-04-12,22:40:00.000,1.89,11.17,1.85,0.37
2024-04-12,22:50:00.000,1.89,18.82,1.79,0.61
2024-04-12,23:00:00.000,1.38,47.39,0.93,1.01
2024-04-12,23:10:00.000,1.96,39.17,1.52,1.24
2024-04-12,23:20:00.000,1.89,16.02,1.81,0.52
2024-04-12,23:30:00.000,1.74,16.43,1.67,0.49
2024-04-12,23:40:00.000,1.38,28.47,1.21,0.66
2024-04-12,23:50:00.000,0.83,37.01,0.67,0.50
2024-04-13,00:00:00.000,1.30,18.30,1.24,0.41
2024-04-13,00:10:00.000,0.97,35.28,0.79,0.56
2024-04-13,00:20:00.000,0.97,47.68,0.65,0.71
2024-04-13,00:30:00.000,0.51,49.95,0.33,0.39
2024-04-13,00:40:00.000,0.77,10.68,0.75,0.14
2024-04-13,00:50:00.000,0.77,19.52,0.72,0.26
2024-04-13,01:00:00.000,1.03,32.89,0.87,0.56
2024-04-13,01:10:00.000,1.16,62.83,0.53,1.04
2024-04-13,01:20:00.000,0.64,49.75,0.41,0.49
2024-04-13,01:30:00.000,0.40,64.39,0.17,0.36
2024-04-13,01:40:00.000,0.70,17.31,0.67,0.21
2024-04-13,01:50:00.000,0.57,1.86,0.57,0.02
2024-04-13,02:00:00.000,1.03,342.86,0.99,-0.30
2024-04-13,02:10:00.000,0.70,19.17,0.66,0.23
2024-04-13,02:20:00.000,0.51,5.35,0.51,0.05
2024-04-13,02:30:00.000,0.51,0.36,0.51,0.00
2024-04-13,02:40:00.000,0.83,69.40,0.29,0.78
2024-04-13,02:50:00.000,1.38,30.61,1.18,0.70
2024-04-13,03:00:00.000,1.03,46.10,0.72,0.74
2024-04-13,03:10:00.000,0.77,47.32,0.52,0.56
2024-04-13,03:20:00.000,0.90,30.23,0.78,0.45
2024-04-13,03:30:00.000,1.16,31.79,0.99,0.61
2024-04-13,03:40:00.000,0.83,38.05,0.66,0.51
2024-04-13,03:50:00.000,0.97,54.11,0.57,0.78
2024-04-13,04:00:00.000,1.38,49.43,0.89,1.05
2024-04-13,04:10:00.000,1.52,352.22,1.51,-0.21
2024-04-13,04:20:00.000,0.46,30.75,0.39,0.23
2024-04-13,04:30:00.000,1.10,19.15,1.04,0.36
2024-04-13,04:40:00.000,2.40,357.92,2.40,-0.09
2024-04-13,04:50:00.000,1.60,51.41,0.99,1.25
2024-04-13,05:00:00.000,1.60,21.64,1.48,0.59
2024-04-13,05:10:00.000,1.45,13.55,1.41,0.34
2024-04-13,05:20:00.000,1.45,20.93,1.35,0.52
2024-04-13,05:30:00.000,4.33,0.76,4.33,0.06
2024-04-13,05:40:00.000,1.52,343.18,1.46,-0.44
2024-04-13,05:50:00.000,1.38,1.02,1.38,0.02
2024-04-13,06:00:00.000,1.52,349.46,1.50,-0.28
2024-04-13,06:10:00.000,1.30,11.19,1.28,0.25
2024-04-13,06:20:00.000,1.30,9.25,1.29,0.21
2024-04-13,06:30:00.000,3.86,331.96,3.41,-1.81
2024-04-13,06:40:00.000,1.60,313.15,1.09,-1.16
2024-04-13,06:50:00.000,5.25,323.91,4.24,-3.09
2024-04-13,07:00:00.000,4.40,324.34,3.58,-2.57
2024-04-13,07:10:00.000,4.17,346.17,4.05,-1.00
2024-04-13,07:20:00.000,5.02,313.63,3.46,-3.63
2024-04-13,07:30:00.000,2.69,330.33,2.34,-1.33
2024-04-13,07:40:00.000,3.55,317.21,2.60,-2.41
2024-04-13,07:50:00.000,6.08,317.32,4.47,-4.12
2024-04-13,08:00:00.000,2.69,320.96,2.09,-1.69
2024-04-13,08:10:00.000,2.92,327.01,2.45,-1.59
2024-04-13,08:20:00.000,4.17,306.76,2.50,-3.34
2024-04-13,08:30:00.000,2.03,304.75,1.16,-1.67
2024-04-13,08:40:00.000,4.09,314.00,2.84,-2.94
2024-04-13,08:50:00.000,1.10,347.45,1.07,-0.24
2024-04-13,09:00:00.000,2.25,314.20,1.57,-1.61
2024-04-13,09:10:00.000,0.97,317.45,0.71,-0.65
2024-04-13,09:20:00.000,1.30,305.28,0.75,-1.06
2024-04-13,09:30:00.000,1.30,306.89,0.78,-1.04
2024-04-13,09:40:00.000,1.30,248.46,-0.48,-1.21
2024-04-13,09:50:00.000,2.25,212.27,-1.90,-1.20
2024-04-13,10:00:00.000,2.33,209.62,-2.02,-1.15
2024-04-13,10:10:00.000,2.33,187.47,-2.31,-0.30
2024-04-13,10:20:00.000,0.83,190.38,-0.82,-0.15
2024-04-13,10:30:00.000,1.52,143.54,-1.22,0.90
2024-04-13,10:40:00.000,1.89,139.16,-1.43,1.23
2024-04-13,10:50:00.000,0.97,124.03,-0.54,0.80
2024-04-13,11:00:00.000,1.16,117.90,-0.54,1.03
2024-04-13,11:10:00.000,0.64,103.78,-0.15,0.62
2024-04-13,11:20:00.000,0.64,84.54,0.06,0.63
2024-04-13,11:30:00.000,1.38,112.71,-0.53,1.27
2024-04-13,11:40:00.000,0.51,128.93,-0.32,0.40
2024-04-13,11:50:00.000,0.70,146.15,-0.58,0.39
2024-04-13,12:00:00.000,0.51,103.06,-0.12,0.50
2024-04-13,12:10:00.000,0.90,129.71,-0.58,0.69
2024-04-13,12:20:00.000,0.64,81.13,0.10,0.63
2024-04-13,12:30:00.000,0.40,68.40,0.15,0.37
2024-04-13,12:40:00.000,0.57,101.20,-0.11,0.56
2024-04-13,12:50:00.000,0.51,63.26,0.23,0.46
2024-04-13,13:00:00.000,0.51,60.37,0.25,0.45
2024-04-13,13:10:00.000,0.57,51.87,0.35,0.45
2024-04-13,13:20:00.000,0.51,69.03,0.18,0.48
2024-04-13,13:30:00.000,0.97,73.25,0.28,0.93
2024-04-13,13:40:00.000,1.10,60.69,0.54,0.96
2024-04-13,13:50:00.000,1.10,63.64,0.49,0.98
2024-04-13,14:00:00.000,1.23,37.46,0.98,0.75
2024-04-13,14:10:00.000,2.03,57.15,1.10,1.71
2024-04-13,14:20:00.000,1.38,54.86,0.79,1.13
2024-04-13,14:30:00.000,0.97,43.16,0.70,0.66
2024-04-13,14:40:00.000,1.03,40.88,0.78,0.68
2024-04-13,14:50:00.000,0.90,34.44,0.74,0.51
2024-04-13,15:00:00.000,0.83,38.01,0.66,0.51
2024-04-13,15:10:00.000,0.97,31.15,0.83,0.50
2024-04-13,15:20:00.000,1.10,11.81,1.07,0.22
2024-04-13,15:30:00.000,0.90,15.13,0.87,0.23
2024-04-13,15:40:00.000,0.70,1.31,0.70,0.02
2024-04-13,15:50:00.000,0.70,1.79,0.70,0.02
2024-04-13,16:00:00.000,0.70,1.16,0.70,0.01
2024-04-13,16:10:00.000,0.57,329.23,0.49,-0.29
2024-04-13,16:20:00.000,0.57,337.15,0.53,-0.22
2024-04-13,16:30:00.000,1.30,265.85,-0.09,-1.30
2024-04-13,16:40:00.000,1.16,310.29,0.75,-0.89
2024-04-13,16:50:00.000,0.77,281.33,0.15,-0.75
2024-04-13,17:00:00.000,1.30,246.26,-0.52,-1.19
2024-04-13,17:10:00.000,0.77,235.15,-0.44,-0.63
2024-04-13,17:20:00.000,3.24,250.74,-1.07,-3.05
2024-04-13,17:30:00.000,3.31,250.01,-1.13,-3.11
2024-04-13,17:40:00.000,4.25,250.62,-1.41,-4.01
2024-04-13,17:50:00.000,3.94,254.11,-1.08,-3.79
2024-04-13,18:00:00.000,2.03,281.15,0.39,-1.99
2024-04-13,18:10:00.000,3.08,291.64,1.14,-2.86
2024-04-13,18:20:00.000,1.89,300.11,0.95,-1.63
2024-04-13,18:30:00.000,4.09,292.87,1.59,-3.77
2024-04-13,18:40:00.000,1.81,289.17,0.60,-1.71
2024-04-13,18:50:00.000,2.33,266.93,-0.12,-2.32
2024-04-13,19:00:00.000,1.52,315.83,1.09,-1.06
2024-04-13,19:10:00.000,2.18,325.04,1.79,-1.25
2024-04-13,19:20:00.000,0.83,317.12,0.61,-0.57
2024-04-13,19:30:00.000,3.08,314.61,2.16,-2.19
2024-04-13,19:40:00.000,3.47,313.11,2.37,-2.53
2024-04-13,19:50:00.000,3.31,317.81,2.46,-2.23
2024-04-13,20:00:00.000,3.16,307.26,1.91,-2.51
2024-04-13,20:10:00.000,2.40,317.42,1.77,-1.62
2024-04-13,20:20:00.000,2.33,318.93,1.75,-1.53
2024-04-13,20:30:00.000,2.18,318.93,1.64,-1.43
2024-04-13,20:40:00.000,3.47,315.32,2.47,-2.44
2024-04-13,20:50:00.000,4.40,313.74,3.04,-3.18
2024-04-13,21:00:00.000,2.18,311.58,1.45,-1.63
2024-04-13,21:10:00.000,4.56,326.91,3.82,-2.49
