ISO 8601 Time,Temperature (C)
2021-08-12T23:12:17.000,11.0082
2021-08-12T23:22:17.000,11.2372
2021-08-12T23:32:17.000,11.3332
2021-08-12T23:42:17.000,11.3374
2021-08-12T23:52:17.000,11.2626
2021-08-13T00:02:17.000,11.2824
2021-08-13T00:12:17.000,11.2894
2021-08-13T00:22:17.000,11.3007
2021-08-13T00:32:17.000,11.3276
2021-08-13T00:42:17.000,11.3600
2021-08-13T00:52:17.000,11.3769
2021-08-13T01:02:17.000,11.3910
2021-08-13T01:12:17.000,11.3925
2021-08-13T01:22:17.000,11.3981
2021-08-13T01:32:17.000,11.3981
2021-08-13T01:42:17.000,11.4108
2021-08-13T01:52:17.000,11.4235
2021-08-13T02:02:17.000,11.4319
2021-08-13T02:12:17.000,11.4277
2021-08-13T02:22:17.000,11.4305
2021-08-13T02:32:17.000,11.4418
2021-08-13T02:42:17.000,11.4446
2021-08-13T02:52:17.000,11.4446
2021-08-13T03:02:17.000,11.4404
